Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/07/15 11:55:29,      +1,      +0,      +0,      +1,      +2,      +0,********,-*******,-*******,-*******
2021/07/15 11:55:30,      +2,      +1,      +1,      +0,      +2,      +0,********,-*******,-*******,-*******
2021/07/15 11:55:31,      +1,      +1,      +1,      +0,      +1,      +0,********,-*******,-*******,-*******
2021/07/15 11:55:32,      +2,      +1,      +1,      +0,      +1,      +0,********,-*******,-*******,  -187.1
2021/07/15 11:55:33,      +2,      +2,      +1,      +0,      +2,      +0,********,-*******,-*******,  -125.0
2021/07/15 11:55:34,      +2,      +1,      +1,      +0,      +1,      +0,********,-*******,  -147.8,   -90.7
2021/07/15 11:55:35,      +3,      +2,      +1,      +0,      +2,      +0,********,-*******,  -118.3,   -51.9
2021/07/15 11:55:36,      +2,      +2,      +2,      +0,      +1,      +0,********,-*******,   -82.3,    -8.8
2021/07/15 11:55:37,      +3,      +2,      +1,      +0,      +1,      +1,********,-*******,   -65.6,   -20.7
2021/07/15 11:55:38,      +2,      +2,      +2,      +0,      +2,      +0,********,-*******,   -50.9,   +12.9
2021/07/15 11:55:39,      +5,      +2,      +1,      +0,      +2,      +1,********,-*******,   -38.9,    -1.7
2021/07/15 11:55:40,      +3,      +2,      +2,      +0,      +1,      +0,********,-*******,   -24.1,   +14.2
2021/07/15 11:55:41,      +3,      +2,      +2,      -1,      +2,      +0,********,-*******,   -18.6,   +11.7
2021/07/15 11:55:42,      +4,      +3,      +2,      +0,      +1,      +1,********,-*******,   -23.4,   +29.0
2021/07/15 11:55:43,      +3,      +2,      +2,      +0,      +2,      +1,********,-*******,    +0.9,   +31.2
2021/07/15 11:55:44,      +3,      +3,      +1,      +0,      +2,      +0,********,-*******,   +17.5,   +31.3
2021/07/15 11:55:45,      +5,      +2,      +2,      +1,      +2,      +1,********,-*******,    +9.3,   +46.9
2021/07/15 11:55:46,      +3,      +1,      +2,      +0,      +2,      +1,********,-*******,   +10.4,   +45.2
2021/07/15 11:55:47,     +15,     -35,      +9,      +1,      +0,      +1,********,-*******,    +8.3,   +42.9
2021/07/15 11:55:48,     +16,     -39,      +9,      +1,      +1,      +2,********,-*******,   +35.7,   +55.5
2021/07/15 11:55:49,     +22,     -56,     +13,      +1,      -1,      +1,********,-*******,   +34.0,   +60.7
2021/07/15 11:55:50,     +26,     -70,     +15,      +0,      -3,      +2,********,-*******,   +40.1,   +67.6
2021/07/15 11:55:51,     +33,     -87,     +19,      +1,      -3,      +2,********,-*******,   +49.8,   +64.6
2021/07/15 11:55:52,     +37,    -103,     +22,      +2,      -4,      +3,********,-*******,   +56.8,   +71.1
