Date Time,CH000,CH001,CH002,CH003,CH004,CH005,CH006,CH007,CH008,CH009
2021/06/30 11:54:51,      -8,     -12,      -3,      -2,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:54:52,      -8,     -12,      -2,      -1,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:54:53,      -8,     -12,      -2,      -2,      -3,      +9,********,+***I***,+***I***,********
2021/06/30 11:54:54,      -8,     -11,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:54:55,      -8,     -12,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:54:56,      -8,     -13,      -2,      -1,      -3,     +10,********,+***I***,+***I***,********
2021/06/30 11:54:57,      -9,     -12,      -3,      -1,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:54:58,      -8,     -12,      -2,      -2,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:54:59,      -8,     -12,      -3,      +0,      -3,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:00,      -8,     -11,      -2,      -2,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:55:01,      -9,     -12,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:02,      -8,     -12,      -3,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:03,      -8,     -12,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:04,      -8,     -13,      -2,      -2,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:55:05,      -8,     -12,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:06,      -8,     -11,      -2,      -1,      -4,     +11,********,+***I***,+***I***,********
2021/06/30 11:55:07,      -8,     -11,      -2,      -1,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:55:08,      -7,     -12,      -2,      -2,      -4,     +10,********,+***I***,+***I***,********
2021/06/30 11:55:09,      -7,     -12,      -2,      -1,      -4,     +10,********,+***I***,+***I***,********
